Drop?;Time;No. Clusters;No. Base Clusters;Precision;Recall;F-Measure;Precision 0;Precision 1;Precision 2;Precision 3;Precision 4;Precision 5;Recall 0;Recall 1;Recall 2;Recall 3;Recall 4;Recall 5;F-Measure 0;F-Measure 1;F-Measure 2;F-Measure 3;F-Measure 4;F-Measure 5
0;21.00877809524536;4995;5000;0.9577285052910176;0.8593750000000113;0.8233640606813617;0.47187187187187185;0.01061061061061061;0.008608608608608608;0.022022022022022022;0.04284284284284284;0.444044044044044;0.7877428998505231;0.01195814648729447;0.008968609865470852;0.01195814648729447;0.01195814648729447;0.16741405082212257;0.5902022190450532;0.01124414919713062;0.008784922621175749;0.015499779832672833;0.01869750881906447;0.24315390631347022
1;23.683241844177246;4336;5000;0.954513888888901;0.7864583333333434;0.8027218298271022;0.5394372693726938;0.00922509225092251;0.005304428044280443;0.013376383763837638;0.020756457564575646;0.41190036900369004;0.7862481315396114;0.007473841554559043;0.008968609865470852;0.01046337817638266;0.007473841554559043;0.17937219730941703;0.6398675656158441;0.008257638315441783;0.006666183609883342;0.011741909361714434;0.01099035291244352;0.24991341885335078
