Sort descending?;Time;No. Clusters;No. Base Clusters;Precision;Recall;F-Measure;Precision 0;Precision 1;Precision 2;Precision 3;Precision 4;Precision 5;Recall 0;Recall 1;Recall 2;Recall 3;Recall 4;Recall 5;F-Measure 0;F-Measure 1;F-Measure 2;F-Measure 3;F-Measure 4;F-Measure 5
0;27.477450847625732;4336;5000;0.954513888888901;0.7864583333333434;0.8027218298271022;0.5394372693726938;0.00922509225092251;0.005304428044280443;0.013376383763837638;0.020756457564575646;0.41190036900369004;0.7862481315396114;0.007473841554559043;0.008968609865470852;0.01046337817638266;0.007473841554559043;0.17937219730941703;0.6398675656158441;0.008257638315441783;0.006666183609883342;0.011741909361714434;0.01099035291244352;0.24991341885335078
1;26.801396131515503;4883;5000;0.8833333333333427;0.6718750000000056;0.7054909758320222;0.5138234691787835;0.0057341798074953924;0.002252713495801761;0.009215646119189022;0.010649191071062871;0.4583248003276674;0.6681614349775785;0.004484304932735426;0.005979073243647235;0.007473841554559043;0.0;0.31390134529147984;0.5809160934025549;0.005032803091579042;0.0032724703432375143;0.008253851797505502;0.0;0.37260787457009525
