Cosine Threshold;Time;No. Clusters;No. Base Clusters;Precision;Recall;F-Measure;Precision 0;Precision 1;Precision 2;Precision 3;Precision 4;Precision 5;Recall 0;Recall 1;Recall 2;Recall 3;Recall 4;Recall 5;F-Measure 0;F-Measure 1;F-Measure 2;F-Measure 3;F-Measure 4;F-Measure 5
0.5;25.737744092941284;2603;5000;0.9527529761904884;0.7937500000000101;0.7977588298287211;0.52362658470995;0.009220130618517095;0.0072992700729927005;0.01920860545524395;0.031886285055704955;0.40875912408759124;0.772795216741405;0.008968609865470852;0.01195814648729447;0.01046337817638266;0.007473841554559043;0.18834080717488788;0.6242661448140899;0.009092631180147755;0.009065155807365438;0.013547250875733004;0.012109363601879138;0.2578664620107444
0.55;24.510350942611694;2681;5000;0.9527529761904884;0.7937500000000101;0.7980862107811021;0.5229392017903767;0.009324878776575904;0.007086907870197687;0.019022752704214847;0.030958597538232;0.41066766132040283;0.772795216741405;0.008968609865470852;0.01195814648729447;0.01046337817638266;0.007473841554559043;0.18834080717488788;0.6237773852578404;0.009143275121148396;0.008899557949588688;0.01350073743523806;0.012040851854001043;0.25824502617801043
0.6000000000000001;24.4024178981781;2757;5000;0.9525793650793771;0.7927083333333433;0.7986964451849412;0.5255712731229597;0.009793253536452665;0.006891548784911135;0.01886108088501995;0.02974247370330069;0.4091403699673558;0.7742899850523169;0.01195814648729447;0.01195814648729447;0.01046337817638266;0.005979073243647235;0.18535127055306427;0.6261353981448229;0.010767965303222913;0.008743923835821324;0.013459796254183075;0.009956591688674377;0.2551244870041039
0.65;22.15709686279297;2857;5000;0.9525793650793771;0.79062500000001;0.7977539848674808;0.5292264613230662;0.009450472523626182;0.006650332516625832;0.018200910045502276;0.028701435071753587;0.407770388519426;0.772795216741405;0.01195814648729447;0.01195814648729447;0.01046337817638266;0.005979073243647235;0.18684603886397608;0.6282286766398899;0.010557442752755445;0.008547248854275031;0.013287823753810211;0.009896509066771265;0.2562669928113259
0.7000000000000001;21.897616863250732;2959;5000;0.9526041666666787;0.79062500000001;0.798505472962719;0.5322744170327813;0.009462656302805001;0.006421088205474822;0.017573504562352148;0.027712064886786077;0.40655626900980063;0.772795216741405;0.013452914798206279;0.01046337817638266;0.01046337817638266;0.005979073243647235;0.18684603886397608;0.6303711508284567;0.011110376297863898;0.007958353279080899;0.01311688077692294;0.009835967253426095;0.25602673744894366
0.75;20.55702519416809;3068;5000;0.9526041666666787;0.79062500000001;0.7984558697881159;0.5316166883963495;0.009778357235984355;0.006192959582790091;0.01694915254237288;0.026727509778357236;0.408735332464146;0.772795216741405;0.013452914798206279;0.01046337817638266;0.01046337817638266;0.005979073243647235;0.18684603886397608;0.6299096662863077;0.011325028312570783;0.007780735367244858;0.012939001848428836;0.009772084016088188;0.2564572415835396
0.8;20.348939895629883;3198;5000;0.9526041666666787;0.7895833333333433;0.7982475364547825;0.5328330206378987;0.00969355847404628;0.0059412132582864294;0.016260162601626018;0.025015634771732333;0.41025641025641024;0.772795216741405;0.013452914798206279;0.01046337817638266;0.01046337817638266;0.005979073243647235;0.18684603886397608;0.6307627207839213;0.011267946931604773;0.007578995355728412;0.012733060482037291;0.00965134515623115;0.2567558893382117
0.8500000000000001;20.694504022598267;3362;5000;0.9526041666666787;0.7895833333333433;0.7978771660844122;0.5339083878643665;0.009220701963117191;0.005651397977394408;0.01635930993456276;0.02379535990481856;0.41106484235574065;0.772795216741405;0.013452914798206279;0.01046337817638266;0.01046337817638266;0.005979073243647235;0.18684603886397608;0.63151558909823;0.010941820107065122;0.007338943302524487;0.01276334764375342;0.009556803249313104;0.2569139981320754
0.9;20.58999514579773;3566;5000;0.9526041666666787;0.7895833333333433;0.7967660549733011;0.5339315759955132;0.0089736399326977;0.005608524957936063;0.015423443634324173;0.022434099831744252;0.41362871564778464;0.7742899850523169;0.013452914798206279;0.008968609865470852;0.01046337817638266;0.005979073243647235;0.18684603886397608;0.632030359850354;0.010765952674666368;0.006901311249137336;0.012468222225820556;0.009441756166646996;0.25741261060016407
0.9500000000000001;27.00713610649109;3804;5000;0.9522569444444564;0.7875000000000101;0.7966618883066343;0.5386435331230284;0.008412197686645636;0.005257623554153523;0.014458464773922187;0.02103049421661409;0.41219768664563616;0.7757847533632287;0.008968609865470852;0.008968609865470852;0.01046337817638266;0.007473841554559043;0.18834080717488788;0.6358223492155739;0.00868149755832881;0.006629101756711966;0.012140706053009162;0.011028398125172319;0.2585467736616467
1.0;22.457515001296997;4234;5000;0.9522569444444564;0.7739583333333429;0.7958203748006472;0.5425129900803023;0.00803023145961266;0.004959848842701937;0.013226263580538498;0.01865847897968824;0.41261218705715635;0.7757847533632287;0.005979073243647235;0.008968609865470852;0.01046337817638266;0.007473841554559043;0.19133034379671152;0.638510242923469;0.006854493221107807;0.006387346969812181;0.01168370540371375;0.010672646951540778;0.26143292638372123
