Range-slice;Time;No. Clusters;No. Base Clusters;Precision;Recall;F-Measure;Precision 0;Precision 1;Precision 2;Precision 3;Precision 4;Precision 5;Recall 0;Recall 1;Recall 2;Recall 3;Recall 4;Recall 5;F-Measure 0;F-Measure 1;F-Measure 2;F-Measure 3;F-Measure 4;F-Measure 5
0.0-1.0;28.549598932266235;4888;5000;0.805739087301594;0.6166666666666698;0.6292676709864238;0.5801963993453355;0.004091653027823241;0.0024549918166939444;0.008183306055646482;0.010433715220949264;0.39463993453355156;0.5695067264573991;0.005979073243647235;0.0014947683109118087;0.007473841554559043;0.01046337817638266;0.40508221225710017;0.5748018678523209;0.004858496295396574;0.0018581604211830288;0.0078125;0.010448525645715958;0.39979289898969433
0.1-0.9;26.892573833465576;4888;5000;0.805739087301594;0.6166666666666698;0.6292676709864238;0.580810147299509;0.004091653027823241;0.0024549918166939444;0.008183306055646482;0.010433715220949264;0.39402618657937805;0.5695067264573991;0.005979073243647235;0.0014947683109118087;0.007473841554559043;0.01046337817638266;0.40508221225710017;0.5751029011710117;0.004858496295396574;0.0018581604211830288;0.0078125;0.010448525645715958;0.399477716863454
0.2-0.8;27.00942087173462;4886;5000;0.8233172123015948;0.61979166666667;0.6457028561716097;0.5871878837494884;0.003888661481784691;0.002660663119115841;0.008595988538681949;0.010233319688907082;0.3874334834220221;0.593423019431988;0.005979073243647235;0.0014947683109118087;0.007473841554559043;0.007473841554559043;0.3841554559043348;0.5902889868448705;0.004712447682529841;0.0019141574026356474;0.007995735607675906;0.008638562543192813;0.38578750645786347
0.3-0.7;23.741255044937134;4880;5000;0.8605778769841358;0.6583333333333383;0.6843987436174983;0.5891393442622951;0.002663934426229508;0.003278688524590164;0.009016393442622951;0.01168032786885246;0.38422131147540983;0.6382660687593423;0.0029895366218236174;0.0029895366218236174;0.007473841554559043;0.01195814648729447;0.336322869955157;0.6127195614822061;0.00281735926748659;0.0031274433150899144;0.008172969760011887;0.011817604602646003;0.35868005738880915
0.4-0.6;25.020925045013428;4824;5000;0.8828732638888983;0.6854166666666726;0.7136587562656702;0.5868573797678275;0.0037313432835820895;0.0037313432835820895;0.01077943615257048;0.0134742951907131;0.3814262023217247;0.6696562032884903;0.004484304932735426;0.0029895366218236174;0.005979073243647235;0.01195814648729447;0.30493273542600896;0.625528748923267;0.004073319755600815;0.003319502074688797;0.007691738776717699;0.012671028424528188;0.3389169393460029
0.5-0.5;20.83649492263794;4555;5000;0.9308039529914639;0.7562500000000086;0.7724049035472683;0.5574094401756312;0.005488474204171241;0.0037321624588364435;0.012733260153677277;0.01844127332601537;0.4021953896816685;0.7458893871449925;0.005979073243647235;0.004484304932735426;0.01046337817638266;0.014947683109118086;0.21823617339312407;0.6380206549808437;0.005723279439118616;0.004073807812125569;0.011487260741013201;0.01651170561987695;0.2829436412470288
