Cosine Threshold;Time;No. Clusters;No. Base Clusters;Precision;Recall;F-Measure;Precision 0;Precision 1;Precision 2;Precision 3;Precision 4;Precision 5;Recall 0;Recall 1;Recall 2;Recall 3;Recall 4;Recall 5;F-Measure 0;F-Measure 1;F-Measure 2;F-Measure 3;F-Measure 4;F-Measure 5
0.0;2.4411468505859375;198;500;0.3060703670874088;0.2760416666666662;0.22843962118630642;0.30808080808080807;0.04040404040404041;0.015151515151515152;0.030303030303030304;0.04040404040404041;0.5656565656565656;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1371282696081233;0.014678899082568808;0.01001001001001001;0.0078125;0.0275726243229936;0.6855556256704739
0.05;1.9834949970245361;198;500;0.3060703670874088;0.2760416666666662;0.22843962118630642;0.30808080808080807;0.04040404040404041;0.015151515151515152;0.030303030303030304;0.04040404040404041;0.5656565656565656;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1371282696081233;0.014678899082568808;0.01001001001001001;0.0078125;0.0275726243229936;0.6855556256704739
0.1;2.3469150066375732;200;500;0.3060703670874088;0.2760416666666662;0.22843962118630642;0.315;0.04;0.015;0.03;0.04;0.56;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13780191669601646;0.014652014652014652;0.009976720984369802;0.0078023407022106625;0.02747791952894995;0.6813848469643754
0.15000000000000002;2.0377790927886963;201;500;0.3060703670874088;0.2760416666666662;0.22843962118630642;0.31840796019900497;0.03980099502487562;0.014925373134328358;0.029850746268656716;0.03980099502487562;0.5572139303482587;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13812528577960678;0.014638609332113448;0.0099601593625498;0.007797270955165692;0.027430810678422728;0.6793184305143036
0.2;2.077651023864746;201;500;0.3060703670874088;0.2760416666666662;0.22843962118630642;0.31840796019900497;0.03980099502487562;0.014925373134328358;0.029850746268656716;0.03980099502487562;0.5572139303482587;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13812528577960678;0.014638609332113448;0.0099601593625498;0.007797270955165692;0.027430810678422728;0.6793184305143036
0.25;2.453310966491699;204;500;0.3060703670874088;0.2760416666666662;0.22843962118630642;0.31862745098039214;0.0392156862745098;0.014705882352941176;0.029411764705882353;0.0392156862745098;0.5588235294117647;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13814592676644874;0.014598540145985403;0.009910802775024777;0.007782101167315174;0.027290448343079924;0.6805132465614325
0.30000000000000004;2.131021022796631;204;500;0.3060703670874088;0.2760416666666662;0.22843962118630642;0.31862745098039214;0.0392156862745098;0.014705882352941176;0.029411764705882353;0.0392156862745098;0.5588235294117647;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13814592676644874;0.014598540145985403;0.009910802775024777;0.007782101167315174;0.027290448343079924;0.6805132465614325
0.35000000000000003;2.083975076675415;204;500;0.3060703670874088;0.2760416666666662;0.22843962118630642;0.31862745098039214;0.0392156862745098;0.014705882352941176;0.029411764705882353;0.0392156862745098;0.5588235294117647;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13814592676644874;0.014598540145985403;0.009910802775024777;0.007782101167315174;0.027290448343079924;0.6805132465614325
0.4;2.4041500091552734;206;500;0.3060703670874088;0.2760416666666662;0.22843962118630642;0.32038834951456313;0.038834951456310676;0.014563106796116505;0.02912621359223301;0.038834951456310676;0.558252427184466;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13831071961355404;0.014571948998178508;0.009878169245966413;0.007772020725388601;0.027197668771248178;0.6800896218506608
0.45;2.262458086013794;212;500;0.3060703670874088;0.2760416666666662;0.22882156563075087;0.32075471698113206;0.03773584905660377;0.014150943396226415;0.0330188679245283;0.03773584905660377;0.5566037735849056;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1383448275862069;0.014492753623188406;0.0097815454841865;0.007896221094190636;0.026923076923076925;0.6788648023486847
