Max Term Ratio;Time;No. Clusters;No. Base Clusters;Precision;Recall;F-Measure;Precision 0;Precision 1;Precision 2;Precision 3;Precision 4;Precision 5;Recall 0;Recall 1;Recall 2;Recall 3;Recall 4;Recall 5;F-Measure 0;F-Measure 1;F-Measure 2;F-Measure 3;F-Measure 4;F-Measure 5
0.1;2.1962878704071045;186;500;0.3204682833034646;0.21666666666666637;0.21962538169980578;0.3225806451612903;0.03763440860215054;0.010752688172043012;0.03225806451612903;0.03225806451612903;0.5645161290322581;0.08968609865470852;0.007473841554559043;0.004484304932735426;0.005979073243647235;0.014947683109118086;0.8774289985052317;0.14035087719298245;0.012471049349723855;0.006329113924050634;0.01008827238335435;0.020429009193054137;0.6870203481081443
0.15000000000000002;2.0109920501708984;187;500;0.3048617040129066;0.25729166666666625;0.2252248753600367;0.32085561497326204;0.0374331550802139;0.016042780748663103;0.03208556149732621;0.0374331550802139;0.5561497326203209;0.08968609865470852;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.014947683109118086;0.874439461883408;0.14018691588785046;0.0144702842377261;0.010197144799456152;0.007868852459016393;0.021364260643979855;0.6798866855524078
0.20000000000000004;1.9653151035308838;187;500;0.3048617040129066;0.25729166666666625;0.2252248753600367;0.32085561497326204;0.0374331550802139;0.016042780748663103;0.03208556149732621;0.0374331550802139;0.5561497326203209;0.08968609865470852;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.014947683109118086;0.874439461883408;0.14018691588785046;0.0144702842377261;0.010197144799456152;0.007868852459016393;0.021364260643979855;0.6798866855524078
0.25000000000000006;1.7563960552215576;189;500;0.3060703670874088;0.2760416666666662;0.22802295451963975;0.31216931216931215;0.037037037037037035;0.015873015873015872;0.031746031746031744;0.042328042328042326;0.5608465608465608;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1375291375291375;0.014440433212996389;0.01016260162601626;0.007858546168958742;0.028007001750437608;0.6820111435394003
0.30000000000000004;1.8143670558929443;189;500;0.3060703670874088;0.2760416666666662;0.22802295451963975;0.31216931216931215;0.037037037037037035;0.015873015873015872;0.031746031746031744;0.042328042328042326;0.5608465608465608;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1375291375291375;0.014440433212996389;0.01016260162601626;0.007858546168958742;0.028007001750437608;0.6820111435394003
0.3500000000000001;1.785017967224121;189;500;0.3060703670874088;0.2760416666666662;0.22802295451963975;0.31216931216931215;0.037037037037037035;0.015873015873015872;0.031746031746031744;0.042328042328042326;0.5608465608465608;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1375291375291375;0.014440433212996389;0.01016260162601626;0.007858546168958742;0.028007001750437608;0.6820111435394003
0.40000000000000013;1.8017609119415283;189;500;0.3060703670874088;0.2760416666666662;0.22802295451963975;0.31216931216931215;0.037037037037037035;0.015873015873015872;0.031746031746031744;0.042328042328042326;0.5608465608465608;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1375291375291375;0.014440433212996389;0.01016260162601626;0.007858546168958742;0.028007001750437608;0.6820111435394003
0.45000000000000007;1.729633092880249;189;500;0.3060703670874088;0.2760416666666662;0.22802295451963975;0.31216931216931215;0.037037037037037035;0.015873015873015872;0.031746031746031744;0.042328042328042326;0.5608465608465608;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1375291375291375;0.014440433212996389;0.01016260162601626;0.007858546168958742;0.028007001750437608;0.6820111435394003
0.5000000000000001;1.7316310405731201;192;500;0.3114825275501855;0.2895833333333328;0.23812157730208602;0.3072916666666667;0.036458333333333336;0.015625;0.03125;0.041666666666666664;0.5677083333333334;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1370499419279907;0.014395886889460155;0.010111223458038422;0.00784313725490196;0.027860696517412933;0.6870603525302574
0.5500000000000002;2.017045021057129;192;500;0.3114825275501855;0.2895833333333328;0.23812157730208602;0.3072916666666667;0.036458333333333336;0.015625;0.03125;0.041666666666666664;0.5677083333333334;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1370499419279907;0.014395886889460155;0.010111223458038422;0.00784313725490196;0.027860696517412933;0.6870603525302574
0.6000000000000002;1.7690680027008057;192;500;0.3114825275501855;0.2895833333333328;0.23812157730208602;0.3072916666666667;0.036458333333333336;0.015625;0.03125;0.041666666666666664;0.5677083333333334;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1370499419279907;0.014395886889460155;0.010111223458038422;0.00784313725490196;0.027860696517412933;0.6870603525302574
0.6500000000000001;1.8753271102905273;192;500;0.3114825275501855;0.2895833333333328;0.23812157730208602;0.3072916666666667;0.036458333333333336;0.015625;0.03125;0.041666666666666664;0.5677083333333334;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1370499419279907;0.014395886889460155;0.010111223458038422;0.00784313725490196;0.027860696517412933;0.6870603525302574
