Drop?;Time;No. Clusters;No. Base Clusters;Precision;Recall;F-Measure;Precision 0;Precision 1;Precision 2;Precision 3;Precision 4;Precision 5;Recall 0;Recall 1;Recall 2;Recall 3;Recall 4;Recall 5;F-Measure 0;F-Measure 1;F-Measure 2;F-Measure 3;F-Measure 4;F-Measure 5
0;1.9256842136383057;189;500;0.3060703670874088;0.2760416666666662;0.22802295451963975;0.31216931216931215;0.037037037037037035;0.015873015873015872;0.031746031746031744;0.042328042328042326;0.5608465608465608;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1375291375291375;0.014440433212996389;0.01016260162601626;0.007858546168958742;0.028007001750437608;0.6820111435394003
1;2.1232659816741943;87;327;0.21603528037909406;0.24166666666666628;0.16769682416461398;0.13793103448275862;0.08045977011494253;0.034482758620689655;0.06896551724137931;0.09195402298850575;0.5862068965517241;0.017937219730941704;0.013452914798206279;0.007473841554559043;0.013452914798206279;0.02242152466367713;0.9252615844544095;0.031746031746031744;0.023051591657519212;0.012285012285012283;0.022514071294559103;0.03605227579990987;0.7177056336106943
