Max Limit;Time;No. Clusters;No. Base Clusters;Precision;Recall;F-Measure;Precision 0;Precision 1;Precision 2;Precision 3;Precision 4;Precision 5;Recall 0;Recall 1;Recall 2;Recall 3;Recall 4;Recall 5;F-Measure 0;F-Measure 1;F-Measure 2;F-Measure 3;F-Measure 4;F-Measure 5
9;2.1334409713745117;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
10;1.9123480319976807;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
11;1.9360270500183105;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
12;2.316504955291748;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
13;1.9031310081481934;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
14;2.0354230403900146;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
15;2.0057320594787598;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
16;1.7867181301116943;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
17;2.0495269298553467;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
18;1.8891081809997559;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
19;2.02944278717041;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
20;2.137073040008545;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
21;1.9246580600738525;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
22;2.129702091217041;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
23;2.1210708618164062;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
24;1.9743309020996094;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
25;2.087325096130371;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
26;2.0552608966827393;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
27;2.13387393951416;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
28;1.9585309028625488;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
29;1.7857840061187744;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
30;2.2705531120300293;149;500;0.2677083333333331;0.11666666666666661;0.1397783283967493;0.40268456375838924;0.006711409395973154;0.0;0.006711409395973154;0.006711409395973154;0.5771812080536913;0.08968609865470852;0.0;0.0;0.0;0.0;0.9103139013452914;0.14669926650366746;0.0;0.0;0.0;0.0;0.7064441072331817
