Avg CF limit;Time;No. Clusters;No. Base Clusters;Precision;Recall;F-Measure;Precision 0;Precision 1;Precision 2;Precision 3;Precision 4;Precision 5;Recall 0;Recall 1;Recall 2;Recall 3;Recall 4;Recall 5;F-Measure 0;F-Measure 1;F-Measure 2;F-Measure 3;F-Measure 4;F-Measure 5
47;2.0692250728607178;484;500;0.30999397819851987;0.2749999999999995;0.22954670854339376;0.30578512396694213;0.04338842975206612;0.008264462809917356;0.02066115702479339;0.01652892561983471;0.6053719008264463;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1368995359337765;0.0148646257299593;0.007849293563579277;0.007369196757553427;0.018469656992084433;0.7139385185417779
49;1.9660658836364746;484;500;0.30999397819851987;0.2749999999999995;0.22954670854339376;0.30578512396694213;0.04338842975206612;0.008264462809917356;0.02066115702479339;0.01652892561983471;0.6053719008264463;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1368995359337765;0.0148646257299593;0.007849293563579277;0.007369196757553427;0.018469656992084433;0.7139385185417779
51;2.266371965408325;484;500;0.30999397819851987;0.2749999999999995;0.22954670854339376;0.30578512396694213;0.04338842975206612;0.008264462809917356;0.02066115702479339;0.01652892561983471;0.6053719008264463;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1368995359337765;0.0148646257299593;0.007849293563579277;0.007369196757553427;0.018469656992084433;0.7139385185417779
55;2.295085906982422;484;500;0.30999397819851987;0.2749999999999995;0.22954670854339376;0.30578512396694213;0.04338842975206612;0.008264462809917356;0.02066115702479339;0.01652892561983471;0.6053719008264463;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1368995359337765;0.0148646257299593;0.007849293563579277;0.007369196757553427;0.018469656992084433;0.7139385185417779
60;2.151366949081421;479;500;0.30999397819851987;0.2760416666666662;0.23022852672521193;0.30062630480167013;0.04384133611691023;0.008350730688935281;0.020876826722338204;0.016701461377870562;0.6096033402922756;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1363756751767699;0.01489097677716717;0.007887990534411358;0.007382798080472499;0.018576878420965334;0.7168727300337885
65;2.1818981170654297;474;500;0.30999397819851987;0.2760416666666662;0.23022852672521193;0.3037974683544304;0.04430379746835443;0.008438818565400843;0.02109704641350211;0.016877637130801686;0.6054852320675106;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13669932905343438;0.014917421417155035;0.007927070947284977;0.0073964497041420114;0.01868535201868535;0.7140173252883807
70;2.396793842315674;471;500;0.30964675597629765;0.2760416666666662;0.2300201933918786;0.3057324840764331;0.044585987261146494;0.008492569002123142;0.021231422505307854;0.016985138004246284;0.6029723991507431;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1368942598187311;0.014933333333333333;0.007950705625124227;0.007404664938911514;0.018751046375355768;0.7122671389603505
75;2.373931884765625;471;500;0.30964675597629765;0.2760416666666662;0.2300201933918786;0.3057324840764331;0.044585987261146494;0.008492569002123142;0.021231422505307854;0.016985138004246284;0.6029723991507431;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1368942598187311;0.014933333333333333;0.007950705625124227;0.007404664938911514;0.018751046375355768;0.7122671389603505
80;2.389240026473999;469;500;0.30964675597629765;0.2760416666666662;0.2300201933918786;0.3070362473347548;0.04477611940298507;0.008528784648187633;0.021321961620469083;0.017057569296375266;0.6012793176972282;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13702452280919625;0.014943960149439602;0.007966540529774946;0.007410151908114116;0.018795099848967947;0.71108453779765
85;2.4815239906311035;467;500;0.30777175597629763;0.2760416666666662;0.2300201933918786;0.30620985010706636;0.044967880085653104;0.008565310492505354;0.021413276231263382;0.017130620985010708;0.6017130620985011;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13694205486122382;0.014954602100765534;0.007982438635002994;0.007415647015202077;0.018839360807401177;0.7113877633579319
90;2.27793288230896;465;500;0.30777175597629763;0.2760416666666662;0.2300201933918786;0.3053763440860215;0.04516129032258064;0.008602150537634409;0.021505376344086023;0.017204301075268817;0.6021505376344086;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13685852670440157;0.014965259219668627;0.007998400319936013;0.007421150278293136;0.018883830719946048;0.7116934163118244
95;2.454281806945801;464;500;0.30777175597629763;0.2760416666666662;0.2300201933918786;0.30603448275862066;0.04525862068965517;0.008620689655172414;0.021551724137931036;0.017241379310344827;0.6012931034482759;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13692451010835635;0.014970593477098558;0.008006405124099279;0.007423904974016332;0.01890614449696151;0.7110941780034552
100;2.0591819286346436;457;500;0.30777175597629763;0.2760416666666662;0.2300201933918786;0.29540481400437635;0.045951859956236324;0.0087527352297593;0.02188183807439825;0.0175054704595186;0.6105032822757112;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13583110216749944;0.015008040021440057;0.008062890546260835;0.00744324525493115;0.019063829787234043;0.7174946147473074
110;2.2269859313964844;456;500;0.30777175597629763;0.2760416666666662;0.2300201933918786;0.29385964912280704;0.046052631578947366;0.008771929824561403;0.021929824561403508;0.017543859649122806;0.6118421052631579;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13566709566709567;0.015013404825737266;0.008071025020177562;0.007446016381236038;0.0190865712338105;0.7184183805522926
120;2.3529880046844482;451;500;0.30777175597629763;0.2760416666666662;0.22948447910616432;0.29711751662971175;0.04656319290465632;0.0066518847006651885;0.022172949002217297;0.019955654101995565;0.6075388026607539;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13601135435035053;0.01504028648164727;0.007038948850305021;0.0074599030212607245;0.02042967166599108;0.7154432151605696
130;2.1659181118011475;443;500;0.30777175597629763;0.2760416666666662;0.22948447910616432;0.2979683972911964;0.04740406320541761;0.006772009029345372;0.022573363431151242;0.020316027088036117;0.6049661399548533;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13610031019266897;0.015083497934997307;0.0071056371387967785;0.007482229704451927;0.020616869835555916;0.7136562667288924
140;2.477861166000366;436;500;0.30763286708740883;0.2760416666666662;0.22928606640775162;0.30275229357798167;0.0481651376146789;0.006880733944954129;0.022935779816513763;0.01834862385321101;0.6009174311926605;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13659323698610917;0.015121512151215122;0.007165034631000716;0.0075018754688672175;0.019553072625698324;0.7108314103908817
150;2.5613040924072266;422;500;0.30763286708740883;0.2760416666666662;0.22928606640775162;0.3127962085308057;0.045023696682464455;0.0071090047393364926;0.023696682464454975;0.018957345971563982;0.5924170616113744;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13758988039503206;0.014957685494981303;0.007286859363614282;0.007541478129713424;0.01989342806394316;0.7048496562949615
160;1.8332369327545166;408;500;0.30763286708740883;0.2760416666666662;0.22928606640775162;0.3112745098039216;0.04656862745098039;0.007352941176470588;0.024509803921568627;0.0196078431372549;0.5906862745098039;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1374421057458614;0.01504056995844053;0.007412898443291327;0.0075815011372251705;0.02024584237165582;0.7036231611422552
170;2.0165200233459473;394;500;0.30763286708740883;0.2760416666666662;0.22928606640775162;0.29949238578680204;0.048223350253807105;0.007614213197969543;0.025380710659898477;0.02030456852791878;0.5989847715736041;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13625866050808313;0.015124378109452736;0.007543374402816193;0.007621951219512195;0.02061096797938903;0.7094774685427384
180;2.1955339908599854;385;500;0.30763286708740883;0.2760416666666662;0.22928606640775162;0.2909090909090909;0.04935064935064935;0.007792207792207792;0.025974025974025976;0.02077922077922078;0.6051948051948052;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13535020431572156;0.01517874975034951;0.0076297049847405905;0.007648183556405354;0.02085272761124558;0.713815347930106
190;2.086214065551758;378;500;0.30763286708740883;0.2760416666666662;0.22928606640775162;0.2830687830687831;0.05026455026455026;0.007936507936507936;0.026455026455026454;0.021164021164021163;0.6111111111111112;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13448367683868562;0.015221309833767275;0.007698229407236335;0.007668711656441718;0.021044720030063885;0.7179142136248949
200;2.2029500007629395;369;500;0.30763286708740883;0.2760416666666662;0.22928606640775162;0.2845528455284553;0.051490514905149054;0.008130081300813009;0.02710027100271003;0.02168021680216802;0.6070460704607046;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13465049556598851;0.01527638190954774;0.00778816199376947;0.007695267410542516;0.021296824491348166;0.7151014497523408
220;2.113424062728882;350;500;0.30763286708740883;0.2760416666666662;0.22928606640775162;0.28285714285714286;0.054285714285714284;0.008571428571428572;0.02857142857142857;0.022857142857142857;0.6028571428571429;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13445977831746872;0.015393963945716023;0.0079850944902848;0.007751937984496123;0.021849395239953183;0.7121867197898272
240;2.3277668952941895;312;500;0.30763286708740883;0.2760416666666662;0.22928606640775162;0.2916666666666667;0.060897435897435896;0.009615384615384616;0.03205128205128205;0.02564102564102564;0.5801282051282052;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1354320380390228;0.01563464307755606;0.008410428931875526;0.007867820613690008;0.023045267489711932;0.6960779455055456
260;2.1799890995025635;298;500;0.30763286708740883;0.2760416666666662;0.22989795451963974;0.30201342281879195;0.053691275167785234;0.010067114093959731;0.03355704697986577;0.026845637583892617;0.5738255033557047;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13651789387083504;0.015369836695485108;0.008578781812982555;0.007911392405063292;0.02351952960940781;0.6915211840116733
280;2.189906120300293;266;500;0.30763286708740883;0.2760416666666662;0.22923823229741752;0.2932330827067669;0.04887218045112782;0.011278195488721804;0.02631578947368421;0.03007518796992481;0.5902255639097744;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1356002121515705;0.0151559312153891;0.008990110878034162;0.007662835249042146;0.024680475980608196;0.7032961958090399
300;2.409409999847412;259;500;0.30659120042074217;0.2760416666666662;0.22882156563075087;0.29343629343629346;0.04633204633204633;0.011583011583011582;0.02702702702702703;0.03088803088803089;0.5907335907335908;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.1356219281663516;0.015028177833437696;0.009085402786190185;0.007692307692307692;0.02494987747828024;0.7036567296864814
320;2.0450990200042725;257;500;0.3064175893096311;0.2760416666666662;0.22864795451963976;0.29571984435797666;0.04669260700389105;0.011673151750972763;0.023346303501945526;0.0311284046692607;0.5914396887159533;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13586437802051296;0.015047021943573668;0.009113001215066828;0.007523510971786834;0.025027932960893853;0.7041574133772714
340;2.042659044265747;250;500;0.3064175893096311;0.2760416666666662;0.22864795451963976;0.284;0.048;0.012;0.024;0.032;0.6;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13458850744590273;0.015113350125944584;0.0092109303039607;0.007556675062972292;0.025305015815634886;0.710189139719341
360;2.3056769371032715;249;500;0.3064175893096311;0.2760416666666662;0.22864795451963976;0.285140562248996;0.04819277108433735;0.012048192771084338;0.024096385542168676;0.0321285140562249;0.5983935742971888;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13471619231387683;0.015122873345935728;0.00922509225092251;0.007561436672967864;0.025345100701516177;0.7090625881544895
380;2.2817258834838867;248;500;0.3064175893096311;0.2760416666666662;0.22864795451963976;0.28225806451612906;0.04838709677419355;0.012096774193548387;0.024193548387096774;0.03225806451612903;0.6008064516129032;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13439198203768182;0.015132408575031528;0.009239297813366184;0.007566204287515764;0.025385312783318223;0.7107537589594167
400;2.377182960510254;245;500;0.3064175893096311;0.2760416666666662;0.22864795451963976;0.2857142857142857;0.04897959183673469;0.012244897959183673;0.024489795918367346;0.0326530612244898;0.5959183673469388;0.08819133034379671;0.008968609865470852;0.007473841554559043;0.004484304932735426;0.02092675635276532;0.8699551569506726;0.13478012564249;0.015161086544535692;0.009282178217821783;0.007580543272267846;0.02550671828740606;0.7073219458595545
