Sort descending?;Time;No. Clusters;No. Base Clusters;Precision;Recall;F-Measure;Ground Truth 0;Ground Truth 1;Ground Truth 2;Ground Truth 3;Ground Truth 4;Ground Truth 5;Ground Truth Rep 0;Ground Truth Rep 1;Ground Truth Rep 2;Ground Truth Rep 3;Ground Truth Rep 4;Ground Truth Rep 5;fMeasure 0;fMeasure 1;fMeasure 2;fMeasure 3;fMeasure 4;fMeasure 5
0;26.862560033798218;4332;5000;0.954513888888901;0.7864583333333437;0.8027218298271027;0.5399353647276085;0.009233610341643583;0.00530932594644506;0.013388734995383195;0.02077562326869806;0.4113573407202216;0.7862481315396114;0.007473841554559043;0.008968609865470852;0.01046337817638266;0.007473841554559043;0.17937219730941703;0.6402178474760649;0.008261049153242463;0.00667005002537519;0.011746665509359721;0.010993037742762916;0.24981337595020553
1;31.134509086608887;4881;5000;0.8833333333333433;0.6718750000000061;0.7054909758320229;0.5140340094242983;0.005736529399713174;0.0022536365498873182;0.00921942224953903;0.010653554599467322;0.45810284777709487;0.6681614349775785;0.004484304932735426;0.005979073243647235;0.007473841554559043;0.0;0.31390134529147984;0.5810506257499364;0.005033707865168539;0.0032734441840568387;0.00825536598789213;0.0;0.3725345056158649
