Article Text Amount;Time;No. Clusters;No. Base Clusters;Precision;Recall;F-Measure;Ground Truth 0;Ground Truth 1;Ground Truth 2;Ground Truth 3;Ground Truth 4;Ground Truth 5;Ground Truth Rep 0;Ground Truth Rep 1;Ground Truth Rep 2;Ground Truth Rep 3;Ground Truth Rep 4;Ground Truth Rep 5;fMeasure 0;fMeasure 1;fMeasure 2;fMeasure 3;fMeasure 4;fMeasure 5
0.5;5.939143180847168;87;500;0.20979557118900202;0.22499999999999978;0.17119860316798072;0.13793103448275862;0.14942528735632185;0.04597701149425287;0.06896551724137931;0.14942528735632185;0.4482758620689655;0.017937219730941704;0.026905829596412557;0.008968609865470852;0.017937219730941704;0.03736920777279522;0.890881913303438;0.031746031746031744;0.04560070154925461;0.0150093808630394;0.028469750889679714;0.059786607799852835;0.596435856972403
0.55;6.23827600479126;90;500;0.21421392074783852;0.23854166666666637;0.17508362071902112;0.13333333333333333;0.14444444444444443;0.044444444444444446;0.07777777777777778;0.13333333333333333;0.4666666666666667;0.017937219730941704;0.026905829596412557;0.008968609865470852;0.02391629297458894;0.03587443946188341;0.8863976083707026;0.03162055335968379;0.045362023844140745;0.01492537313432836;0.036583374162992;0.05653710247349823;0.6114302548239801
0.6000000000000001;6.083704948425293;82;500;0.20898706183862442;0.2281249999999998;0.16817719701457498;0.15853658536585366;0.10975609756097561;0.04878048780487805;0.07317073170731707;0.14634146341463414;0.4634146341463415;0.01943198804185351;0.02092675635276532;0.008968609865470852;0.02092675635276532;0.03886397608370702;0.890881913303438;0.03462050599201065;0.03515134607337146;0.015151515151515152;0.03254552499031383;0.061417322834645655;0.6096858427329259
0.65;7.673973083496094;82;500;0.21130542778980282;0.22395833333333312;0.16862256809954165;0.14634146341463414;0.0975609756097561;0.0975609756097561;0.07317073170731707;0.12195121951219512;0.4634146341463415;0.017937219730941704;0.01943198804185351;0.014947683109118086;0.01943198804185351;0.03736920777279522;0.890881913303438;0.03195739014647137;0.032408850109068243;0.025923525599481526;0.030708661417322827;0.05720823798627002;0.6096858427329259
0.7000000000000001;7.01677680015564;69;500;0.17186925054112562;0.1989583333333332;0.14405106471186183;0.2028985507246377;0.10144927536231885;0.08695652173913043;0.057971014492753624;0.13043478260869565;0.42028985507246375;0.02092675635276532;0.014947683109118086;0.01195814648729447;0.013452914798206279;0.03288490284005979;0.905829596412556;0.037940379403794036;0.02605620696072957;0.02102496714848883;0.02183803457688808;0.05252686032630323;0.5741729968145062
0.75;7.854136943817139;73;500;0.17974165013227528;0.2072916666666665;0.15091039048012939;0.1643835616438356;0.0958904109589041;0.0821917808219178;0.0547945205479452;0.1232876712328767;0.4794520547945205;0.017937219730941704;0.014947683109118086;0.01195814648729447;0.013452914798206279;0.03736920777279522;0.9043348281016442;0.03234501347708895;0.0258636615555145;0.020878642888212263;0.021602160216021606;0.05735406576599541;0.6266646936963598
0.8;8.670301914215088;72;500;0.1821048656204907;0.21874999999999983;0.15748021432576842;0.16666666666666666;0.08333333333333333;0.08333333333333333;0.06944444444444445;0.1388888888888889;0.4583333333333333;0.017937219730941704;0.014947683109118086;0.01195814648729447;0.017937219730941704;0.03736920777279522;0.8998505231689088;0.032388663967611336;0.025348542458808618;0.02091503267973856;0.02851033499643621;0.058892815076560655;0.6073279222268079
0.8500000000000001;7.986856937408447;74;500;0.18227647201831992;0.22291666666666649;0.1587057160110585;0.16216216216216217;0.08108108108108109;0.08108108108108109;0.06756756756756757;0.14864864864864866;0.4594594594594595;0.017937219730941704;0.016442451420029897;0.01046337817638266;0.01943198804185351;0.03886397608370702;0.8968609865470852;0.03230148048452221;0.02734051367025684;0.01853486319505737;0.03018342233573253;0.06161801141872239;0.6076311321597713
0.9;8.455149173736572;76;500;0.17774996654412425;0.23645833333333313;0.16239040961706994;0.17105263157894737;0.09210526315789473;0.05263157894736842;0.07894736842105263;0.18421052631578946;0.42105263157894735;0.01943198804185351;0.02092675635276532;0.007473841554559043;0.014947683109118086;0.04633781763826607;0.890881913303438;0.0348993288590604;0.0341047503045067;0.013089005235602092;0.025136154168412233;0.07404879713359494;0.5718397697289518
0.9500000000000001;10.071657180786133;73;500;0.17485056559784828;0.23958333333333312;0.16126764673086896;0.136986301369863;0.0958904109589041;0.0547945205479452;0.0821917808219178;0.1917808219178082;0.4383561643835616;0.014947683109118086;0.02242152466367713;0.007473841554559043;0.014947683109118086;0.04783258594917788;0.8923766816143498;0.02695417789757412;0.036344755970924195;0.01315356790529431;0.02529510961214165;0.07656810801572381;0.5879148779024141
1.0;9.696372985839844;68;500;0.17018952062430334;0.24270833333333308;0.1552452931064589;0.10294117647058823;0.1323529411764706;0.04411764705882353;0.08823529411764706;0.22058823529411764;0.4117647058823529;0.01046337817638266;0.026905829596412557;0.004484304932735426;0.017937219730941704;0.05530642750373692;0.8849028400597907;0.01899592944369064;0.04472049689440994;0.00814111261872456;0.029813664596273295;0.08843916819376942;0.5620126127347934
